Запуск парсера shop.blkx...
Порог для определения премиумных колонок: 50.0%
        ОТЛАДКА: Группа ki_27_group зависит от gladiator_mk1_china
        ОТЛАДКА: Добавлена группа ki_27_group с предшественником 'gladiator_mk1_china', статус: standard
          ОТЛАДКА: Элемент ki-27_otsu_china, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=ki_27_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы ki-27_otsu_china (order=0) зависит от группы ki_27_group
          ОТЛАДКА: Финальный predecessor для ki-27_otsu_china: 'ki_27_group'
          ОТЛАДКА: Добавлен элемент группы ki-27_otsu_china с предшественником 'ki_27_group', статус: standard
          ОТЛАДКА: Элемент ki_43_3_ko, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=ki_27_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для ki_43_3_ko с prev_order=0
          ОТЛАДКА: Проверяем элемент ki-27_otsu_china с order=0
          ОТЛАДКА: Элемент группы ki_43_3_ko зависит от ki-27_otsu_china
          ОТЛАДКА: Финальный predecessor для ki_43_3_ko: 'ki-27_otsu_china'
          ОТЛАДКА: Добавлен элемент группы ki_43_3_ko с предшественником 'ki-27_otsu_china', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=ki_27_group
      ОТЛАДКА: Техника cw_21, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=ki_27_group, has_dependency: True
      ОТЛАДКА: Техника cw_21 зависит от группы ki_27_group
      ОТЛАДКА: Добавлена техника cw_21 с предшественником 'ki_27_group', статус: standard
      ОТЛАДКА: Техника p-66, reqAir в JSON: есть, значение: '', next_should_depend_on_group=None, has_dependency: False
      ОТЛАДКА: Техника p-66 имеет reqAir='', предшественника нет
      ОТЛАДКА: Добавлена техника p-66 с предшественником '', статус: standard
        ОТЛАДКА: get_group_items добавлен p-40e_china с order=0
        ОТЛАДКА: get_group_items добавлен p-43a-1_china с order=1
        ОТЛАДКА: Группа p_40_china_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа p_40_china_group зависит от p-66
        ОТЛАДКА: Добавлена группа p_40_china_group с предшественником 'p-66', статус: standard
          ОТЛАДКА: Элемент p-40e_china, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=p_40_china_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы p-40e_china (order=0) зависит от группы p_40_china_group
          ОТЛАДКА: Финальный predecessor для p-40e_china: 'p_40_china_group'
          ОТЛАДКА: Добавлен элемент группы p-40e_china с предшественником 'p_40_china_group', статус: standard
          ОТЛАДКА: Элемент p-43a-1_china, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=p_40_china_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для p-43a-1_china с prev_order=0
          ОТЛАДКА: Проверяем элемент p-40e_china с order=0
          ОТЛАДКА: Элемент группы p-43a-1_china зависит от p-40e_china
          ОТЛАДКА: Финальный predecessor для p-43a-1_china: 'p-40e_china'
          ОТЛАДКА: Добавлен элемент группы p-43a-1_china с предшественником 'p-40e_china', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=p_40_china_group
        ОТЛАДКА: get_group_items добавлен p-47d_23_ra_china_rocaf с order=0
        ОТЛАДКА: get_group_items добавлен p-47d_30_china с order=1
        ОТЛАДКА: Группа p_47_china_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа p_47_china_group зависит от предыдущей группы p_40_china_group
        ОТЛАДКА: Добавлена группа p_47_china_group с предшественником 'p_40_china_group', статус: standard
          ОТЛАДКА: Элемент p-47d_23_ra_china_rocaf, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=p_47_china_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы p-47d_23_ra_china_rocaf (order=0) зависит от группы p_47_china_group
          ОТЛАДКА: Финальный predecessor для p-47d_23_ra_china_rocaf: 'p_47_china_group'
          ОТЛАДКА: Добавлен элемент группы p-47d_23_ra_china_rocaf с предшественником 'p_47_china_group', статус: standard
          ОТЛАДКА: Элемент p-47d_30_china, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=p_47_china_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для p-47d_30_china с prev_order=0
          ОТЛАДКА: Проверяем элемент p-47d_23_ra_china_rocaf с order=0
          ОТЛАДКА: Элемент группы p-47d_30_china зависит от p-47d_23_ra_china_rocaf
          ОТЛАДКА: Финальный predecessor для p-47d_30_china: 'p-47d_23_ra_china_rocaf'
          ОТЛАДКА: Добавлен элемент группы p-47d_30_china с предшественником 'p-47d_23_ra_china_rocaf', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=p_47_china_group
        ОТЛАДКА: get_group_items добавлен p-51d-20_china с order=0
        ОТЛАДКА: get_group_items добавлен p-51k с order=1
        ОТЛАДКА: Группа p_51_china_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа p_51_china_group зависит от предыдущей группы p_47_china_group
        ОТЛАДКА: Добавлена группа p_51_china_group с предшественником 'p_47_china_group', статус: standard
          ОТЛАДКА: Элемент p-51d-20_china, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=p_51_china_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы p-51d-20_china (order=0) зависит от группы p_51_china_group
          ОТЛАДКА: Финальный predecessor для p-51d-20_china: 'p_51_china_group'
          ОТЛАДКА: Добавлен элемент группы p-51d-20_china с предшественником 'p_51_china_group', статус: standard
          ОТЛАДКА: Элемент p-51k, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=p_51_china_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для p-51k с prev_order=0
          ОТЛАДКА: Проверяем элемент p-51d-20_china с order=0
          ОТЛАДКА: Элемент группы p-51k зависит от p-51d-20_china
          ОТЛАДКА: Финальный predecessor для p-51k: 'p-51d-20_china'
          ОТЛАДКА: Добавлен элемент группы p-51k с предшественником 'p-51d-20_china', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=p_51_china_group
        ОТЛАДКА: get_group_items добавлен f-86f-30_china с order=0
        ОТЛАДКА: get_group_items добавлен f-86f-40_china с order=1
        ОТЛАДКА: Группа f_86_china_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа f_86_china_group зависит от предыдущей группы p_51_china_group
        ОТЛАДКА: Добавлена группа f_86_china_group с предшественником 'p_51_china_group', статус: standard
          ОТЛАДКА: Элемент f-86f-30_china, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=f_86_china_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы f-86f-30_china (order=0) зависит от группы f_86_china_group
          ОТЛАДКА: Финальный predecessor для f-86f-30_china: 'f_86_china_group'
          ОТЛАДКА: Добавлен элемент группы f-86f-30_china с предшественником 'f_86_china_group', статус: standard
          ОТЛАДКА: Элемент f-86f-40_china, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=f_86_china_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f-86f-40_china с prev_order=0
          ОТЛАДКА: Проверяем элемент f-86f-30_china с order=0
          ОТЛАДКА: Элемент группы f-86f-40_china зависит от f-86f-30_china
          ОТЛАДКА: Финальный predecessor для f-86f-40_china: 'f-86f-30_china'
          ОТЛАДКА: Добавлен элемент группы f-86f-40_china с предшественником 'f-86f-30_china', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=f_86_china_group
      ОТЛАДКА: Техника f-100a_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=f_86_china_group, has_dependency: True
      ОТЛАДКА: Техника f-100a_china зависит от группы f_86_china_group
      ОТЛАДКА: Добавлена техника f-100a_china с предшественником 'f_86_china_group', статус: standard
      ОТЛАДКА: Техника f-104a_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника f-104a_china зависит от f-100a_china
      ОТЛАДКА: Добавлена техника f-104a_china с предшественником 'f-100a_china', статус: standard
      ОТЛАДКА: Техника f-104g_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника f-104g_china зависит от f-104a_china
      ОТЛАДКА: Добавлена техника f-104g_china с предшественником 'f-104a_china', статус: standard
        ОТЛАДКА: get_group_items добавлен f-5a_china с order=0
        ОТЛАДКА: get_group_items добавлен f-5e_aidc с order=1
        ОТЛАДКА: Группа f_5a_china_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа f_5a_china_group зависит от f-104g_china
        ОТЛАДКА: Добавлена группа f_5a_china_group с предшественником 'f-104g_china', статус: standard
          ОТЛАДКА: Элемент f-5a_china, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=f_5a_china_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы f-5a_china (order=0) зависит от группы f_5a_china_group
          ОТЛАДКА: Финальный predecessor для f-5a_china: 'f_5a_china_group'
          ОТЛАДКА: Добавлен элемент группы f-5a_china с предшественником 'f_5a_china_group', статус: standard
          ОТЛАДКА: Элемент f-5e_aidc, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=f_5a_china_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для f-5e_aidc с prev_order=0
          ОТЛАДКА: Проверяем элемент f-5a_china с order=0
          ОТЛАДКА: Элемент группы f-5e_aidc зависит от f-5a_china
          ОТЛАДКА: Финальный predecessor для f-5e_aidc: 'f-5a_china'
          ОТЛАДКА: Добавлен элемент группы f-5e_aidc с предшественником 'f-5a_china', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=f_5a_china_group
      ОТЛАДКА: Техника f_16a_block_20_mlu, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=f_5a_china_group, has_dependency: True
      ОТЛАДКА: Техника f_16a_block_20_mlu зависит от группы f_5a_china_group
      ОТЛАДКА: Добавлена техника f_16a_block_20_mlu с предшественником 'f_5a_china_group', статус: standard
      ОТЛАДКА: Техника j_10a, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника j_10a зависит от f_16a_block_20_mlu
      ОТЛАДКА: Добавлена техника j_10a с предшественником 'f_16a_block_20_mlu', статус: standard
      ОТЛАДКА: Техника mirage_2000_5ei, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника mirage_2000_5ei зависит от j_10a
      ОТЛАДКА: Добавлена техника mirage_2000_5ei с предшественником 'j_10a', статус: standard
    Столбец 0: обработано 27 элементов
        ОТЛАДКА: get_group_items добавлен i-16_chung_28 с order=0
        ОТЛАДКА: get_group_items добавлен i-16_type5_1935_china с order=1
        ОТЛАДКА: get_group_items добавлен mig-9_china с order=0
        ОТЛАДКА: get_group_items добавлен mig-9_late_china с order=1
        ОТЛАДКА: get_group_items добавлен mig-15bis_nr23_china с order=0
        ОТЛАДКА: get_group_items добавлен mig-17_china с order=1
        ОТЛАДКА: get_group_items добавлен mig-19j_6a с order=0
        ОТЛАДКА: get_group_items добавлен j_7_mk2 с order=1
        ОТЛАДКА: get_group_items добавлен j_11 с order=0
        ОТЛАДКА: get_group_items добавлен j_11a с order=1
      ОТЛАДКА: Премиум техники в колонке: 0/27 = 0.00, порог: 0.5
      ОТЛАДКА: Техника i-15bis_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Добавлена техника i-15bis_china с предшественником '', статус: standard
        ОТЛАДКА: get_group_items добавлен i-16_chung_28 с order=0
        ОТЛАДКА: get_group_items добавлен i-16_type5_1935_china с order=1
        ОТЛАДКА: Группа i-16_china_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа i-16_china_group зависит от i-15bis_china
        ОТЛАДКА: Добавлена группа i-16_china_group с предшественником 'i-15bis_china', статус: standard
          ОТЛАДКА: Элемент i-16_chung_28, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=i-16_china_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы i-16_chung_28 (order=0) зависит от группы i-16_china_group
          ОТЛАДКА: Финальный predecessor для i-16_chung_28: 'i-16_china_group'
          ОТЛАДКА: Добавлен элемент группы i-16_chung_28 с предшественником 'i-16_china_group', статус: standard
          ОТЛАДКА: Элемент i-16_type5_1935_china, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=i-16_china_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для i-16_type5_1935_china с prev_order=0
          ОТЛАДКА: Проверяем элемент i-16_chung_28 с order=0
          ОТЛАДКА: Элемент группы i-16_type5_1935_china зависит от i-16_chung_28
          ОТЛАДКА: Финальный predecessor для i-16_type5_1935_china: 'i-16_chung_28'
          ОТЛАДКА: Добавлен элемент группы i-16_type5_1935_china с предшественником 'i-16_chung_28', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=i-16_china_group
      ОТЛАДКА: Техника i-153_m62_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=i-16_china_group, has_dependency: True
      ОТЛАДКА: Техника i-153_m62_china зависит от группы i-16_china_group
      ОТЛАДКА: Добавлена техника i-153_m62_china с предшественником 'i-16_china_group', статус: standard
      ОТЛАДКА: Техника i-16_type10_china, reqAir в JSON: есть, значение: '', next_should_depend_on_group=None, has_dependency: False
      ОТЛАДКА: Техника i-16_type10_china имеет reqAir='', предшественника нет
      ОТЛАДКА: Добавлена техника i-16_type10_china с предшественником '', статус: standard
      ОТЛАДКА: Техника i-16_type17_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника i-16_type17_china зависит от i-16_type10_china
      ОТЛАДКА: Добавлена техника i-16_type17_china с предшественником 'i-16_type10_china', статус: standard
      ОТЛАДКА: Техника ki_44_2_hei_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника ki_44_2_hei_china зависит от i-16_type17_china
      ОТЛАДКА: Добавлена техника ki_44_2_hei_china с предшественником 'i-16_type17_china', статус: standard
      ОТЛАДКА: Техника ki_61_1a_otsu_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника ki_61_1a_otsu_china зависит от ki_44_2_hei_china
      ОТЛАДКА: Добавлена техника ki_61_1a_otsu_china с предшественником 'ki_44_2_hei_china', статус: standard
      ОТЛАДКА: Техника la-11_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника la-11_china зависит от ki_61_1a_otsu_china
      ОТЛАДКА: Добавлена техника la-11_china с предшественником 'ki_61_1a_otsu_china', статус: standard
      ОТЛАДКА: Техника la-9_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника la-9_china зависит от la-11_china
      ОТЛАДКА: Добавлена техника la-9_china с предшественником 'la-11_china', статус: standard
        ОТЛАДКА: get_group_items добавлен mig-9_china с order=0
        ОТЛАДКА: get_group_items добавлен mig-9_late_china с order=1
        ОТЛАДКА: Группа mig-9_china_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа mig-9_china_group зависит от la-9_china
        ОТЛАДКА: Добавлена группа mig-9_china_group с предшественником 'la-9_china', статус: standard
          ОТЛАДКА: Элемент mig-9_china, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=mig-9_china_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы mig-9_china (order=0) зависит от группы mig-9_china_group
          ОТЛАДКА: Финальный predecessor для mig-9_china: 'mig-9_china_group'
          ОТЛАДКА: Добавлен элемент группы mig-9_china с предшественником 'mig-9_china_group', статус: standard
          ОТЛАДКА: Элемент mig-9_late_china, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=mig-9_china_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для mig-9_late_china с prev_order=0
          ОТЛАДКА: Проверяем элемент mig-9_china с order=0
          ОТЛАДКА: Элемент группы mig-9_late_china зависит от mig-9_china
          ОТЛАДКА: Финальный predecessor для mig-9_late_china: 'mig-9_china'
          ОТЛАДКА: Добавлен элемент группы mig-9_late_china с предшественником 'mig-9_china', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=mig-9_china_group
        ОТЛАДКА: get_group_items добавлен mig-15bis_nr23_china с order=0
        ОТЛАДКА: get_group_items добавлен mig-17_china с order=1
        ОТЛАДКА: Группа mig-15_china_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа mig-15_china_group зависит от предыдущей группы mig-9_china_group
        ОТЛАДКА: Добавлена группа mig-15_china_group с предшественником 'mig-9_china_group', статус: standard
          ОТЛАДКА: Элемент mig-15bis_nr23_china, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=mig-15_china_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы mig-15bis_nr23_china (order=0) зависит от группы mig-15_china_group
          ОТЛАДКА: Финальный predecessor для mig-15bis_nr23_china: 'mig-15_china_group'
          ОТЛАДКА: Добавлен элемент группы mig-15bis_nr23_china с предшественником 'mig-15_china_group', статус: standard
          ОТЛАДКА: Элемент mig-17_china, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=mig-15_china_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для mig-17_china с prev_order=0
          ОТЛАДКА: Проверяем элемент mig-15bis_nr23_china с order=0
          ОТЛАДКА: Элемент группы mig-17_china зависит от mig-15bis_nr23_china
          ОТЛАДКА: Финальный predecessor для mig-17_china: 'mig-15bis_nr23_china'
          ОТЛАДКА: Добавлен элемент группы mig-17_china с предшественником 'mig-15bis_nr23_china', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=mig-15_china_group
        ОТЛАДКА: get_group_items добавлен mig-19j_6a с order=0
        ОТЛАДКА: get_group_items добавлен j_7_mk2 с order=1
        ОТЛАДКА: Группа mig-19_china_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа mig-19_china_group зависит от предыдущей группы mig-15_china_group
        ОТЛАДКА: Добавлена группа mig-19_china_group с предшественником 'mig-15_china_group', статус: standard
          ОТЛАДКА: Элемент mig-19j_6a, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=mig-19_china_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы mig-19j_6a (order=0) зависит от группы mig-19_china_group
          ОТЛАДКА: Финальный predecessor для mig-19j_6a: 'mig-19_china_group'
          ОТЛАДКА: Добавлен элемент группы mig-19j_6a с предшественником 'mig-19_china_group', статус: standard
          ОТЛАДКА: Элемент j_7_mk2, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=mig-19_china_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для j_7_mk2 с prev_order=0
          ОТЛАДКА: Проверяем элемент mig-19j_6a с order=0
          ОТЛАДКА: Элемент группы j_7_mk2 зависит от mig-19j_6a
          ОТЛАДКА: Финальный predecessor для j_7_mk2: 'mig-19j_6a'
          ОТЛАДКА: Добавлен элемент группы j_7_mk2 с предшественником 'mig-19j_6a', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=mig-19_china_group
      ОТЛАДКА: Техника j_7e, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=mig-19_china_group, has_dependency: True
      ОТЛАДКА: Техника j_7e зависит от группы mig-19_china_group
      ОТЛАДКА: Добавлена техника j_7e с предшественником 'mig-19_china_group', статус: standard
      ОТЛАДКА: Техника j_8b, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника j_8b зависит от j_7e
      ОТЛАДКА: Добавлена техника j_8b с предшественником 'j_7e', статус: standard
      ОТЛАДКА: Техника j_8f, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника j_8f зависит от j_8b
      ОТЛАДКА: Добавлена техника j_8f с предшественником 'j_8b', статус: standard
        ОТЛАДКА: get_group_items добавлен j_11 с order=0
        ОТЛАДКА: get_group_items добавлен j_11a с order=1
        ОТЛАДКА: Группа j_11_group, reqAir в JSON: нет, значение: 'отсутствует', has_dependency: True
        ОТЛАДКА: Группа j_11_group зависит от j_8f
        ОТЛАДКА: Добавлена группа j_11_group с предшественником 'j_8f', статус: standard
          ОТЛАДКА: Элемент j_11, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=j_11_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы j_11 (order=0) зависит от группы j_11_group
          ОТЛАДКА: Финальный predecessor для j_11: 'j_11_group'
          ОТЛАДКА: Добавлен элемент группы j_11 с предшественником 'j_11_group', статус: standard
          ОТЛАДКА: Элемент j_11a, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=j_11_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для j_11a с prev_order=0
          ОТЛАДКА: Проверяем элемент j_11 с order=0
          ОТЛАДКА: Элемент группы j_11a зависит от j_11
          ОТЛАДКА: Финальный predecessor для j_11a: 'j_11'
          ОТЛАДКА: Добавлен элемент группы j_11a с предшественником 'j_11', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=j_11_group
      ОТЛАДКА: Техника j_11b, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=j_11_group, has_dependency: True
      ОТЛАДКА: Техника j_11b зависит от группы j_11_group
      ОТЛАДКА: Добавлена техника j_11b с предшественником 'j_11_group', статус: standard
    Столбец 1: обработано 27 элементов
      ОТЛАДКА: Премиум техники в колонке: 0/12 = 0.00, порог: 0.5
      ОТЛАДКА: Техника hs-123a-1_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Добавлена техника hs-123a-1_china с предшественником '', статус: standard
      ОТЛАДКА: Техника v_11g, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника v_11g зависит от hs-123a-1_china
      ОТЛАДКА: Добавлена техника v_11g с предшественником 'hs-123a-1_china', статус: standard
      ОТЛАДКА: Техника v_12d, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника v_12d зависит от v_11g
      ОТЛАДКА: Добавлена техника v_12d с предшественником 'v_11g', статус: standard
      ОТЛАДКА: Техника a_29_hudson, reqAir в JSON: есть, значение: '', next_should_depend_on_group=None, has_dependency: False
      ОТЛАДКА: Техника a_29_hudson имеет reqAir='', предшественника нет
      ОТЛАДКА: Добавлена техника a_29_hudson с предшественником '', статус: standard
      ОТЛАДКА: Техника mosquito_fb_mk26_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника mosquito_fb_mk26_china зависит от a_29_hudson
      ОТЛАДКА: Добавлена техника mosquito_fb_mk26_china с предшественником 'a_29_hudson', статус: standard
      ОТЛАДКА: Техника p-38l_1_china_rocaf, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника p-38l_1_china_rocaf зависит от mosquito_fb_mk26_china
      ОТЛАДКА: Добавлена техника p-38l_1_china_rocaf с предшественником 'mosquito_fb_mk26_china', статус: standard
      ОТЛАДКА: Техника il-10_1946_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника il-10_1946_china зависит от p-38l_1_china_rocaf
      ОТЛАДКА: Добавлена техника il-10_1946_china с предшественником 'p-38l_1_china_rocaf', статус: standard
      ОТЛАДКА: Техника f-84g_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника f-84g_china зависит от il-10_1946_china
      ОТЛАДКА: Добавлена техника f-84g_china с предшественником 'il-10_1946_china', статус: standard
      ОТЛАДКА: Техника q_5_early, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника q_5_early зависит от f-84g_china
      ОТЛАДКА: Добавлена техника q_5_early с предшественником 'f-84g_china', статус: standard
      ОТЛАДКА: Техника q_5a, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника q_5a зависит от q_5_early
      ОТЛАДКА: Добавлена техника q_5a с предшественником 'q_5_early', статус: standard
      ОТЛАДКА: Техника q_5l, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника q_5l зависит от q_5a
      ОТЛАДКА: Добавлена техника q_5l с предшественником 'q_5a', статус: standard
      ОТЛАДКА: Техника jh_7a, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника jh_7a зависит от q_5l
      ОТЛАДКА: Добавлена техника jh_7a с предшественником 'q_5l', статус: standard
    Столбец 2: обработано 12 элементов
        ОТЛАДКА: get_group_items добавлен db_3a_china с order=0
        ОТЛАДКА: get_group_items добавлен sb_2m_103u_china с order=1
      ОТЛАДКА: Премиум техники в колонке: 0/10 = 0.00, порог: 0.5
      ОТЛАДКА: Техника martin_139wc, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Добавлена техника martin_139wc с предшественником '', статус: standard
        ОТЛАДКА: get_group_items добавлен db_3a_china с order=0
        ОТЛАДКА: get_group_items добавлен sb_2m_103u_china с order=1
        ОТЛАДКА: Группа db_3_china_group, reqAir в JSON: есть, значение: '', has_dependency: False
        ОТЛАДКА: Группа db_3_china_group имеет reqAir='', предшественника нет
        ОТЛАДКА: Добавлена группа db_3_china_group с предшественником '', статус: standard
          ОТЛАДКА: Элемент db_3a_china, reqAir в JSON: нет, значение: 'отсутствует', order=0, parent_id=db_3_china_group, has_dependency: True
          ОТЛАДКА: Первый элемент группы db_3a_china (order=0) зависит от группы db_3_china_group
          ОТЛАДКА: Финальный predecessor для db_3a_china: 'db_3_china_group'
          ОТЛАДКА: Добавлен элемент группы db_3a_china с предшественником 'db_3_china_group', статус: standard
          ОТЛАДКА: Элемент sb_2m_103u_china, reqAir в JSON: нет, значение: 'отсутствует', order=1, parent_id=db_3_china_group, has_dependency: True
          ОТЛАДКА: Ищем предшественника для sb_2m_103u_china с prev_order=0
          ОТЛАДКА: Проверяем элемент db_3a_china с order=0
          ОТЛАДКА: Элемент группы sb_2m_103u_china зависит от db_3a_china
          ОТЛАДКА: Финальный predecessor для sb_2m_103u_china: 'db_3a_china'
          ОТЛАДКА: Добавлен элемент группы sb_2m_103u_china с предшественником 'db_3a_china', статус: standard
        ОТЛАДКА: Установлен флаг next_should_depend_on_group=db_3_china_group
      ОТЛАДКА: Техника p1y1_mod11_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=db_3_china_group, has_dependency: True
      ОТЛАДКА: Техника p1y1_mod11_china зависит от группы db_3_china_group
      ОТЛАДКА: Добавлена техника p1y1_mod11_china с предшественником 'db_3_china_group', статус: standard
      ОТЛАДКА: Техника b_25j_30_china, reqAir в JSON: нет, значение: 'отсутствует', next_should_depend_on_group=None, has_dependency: True
      ОТЛАДКА: Техника b_25j_30_china зависит от p1y1_mod11_china
